idObs;placette;balis;date;sp_latin;nb;nb_exact;tranc_hor;dist_per;long;sens;saison;rmq;layon;hab;site;chas;ope;prosp;long_complet
18155;CriArmG27;2700;09/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;10:11;1;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;FP;1
18209;CriArmH5;500;09/10/2007;Ateles paniscus;;non;07:08;;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18186;CriArmH2;200;09/10/2007;Dasyprocta leporina;1;oui;06:07;21;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18199;CriArmH27;2700;09/10/2007;Dasyprocta leporina;1;non;09:10;22;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18182;CriArmH14;1400;09/10/2007;Myoprocta acouchy;2;oui;08:09;10;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18035;CriArmE10;1000;09/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;16:17;2;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;CL;1
18089;CriArmE9;900;09/10/2007;Dasyprocta leporina;1;oui;16:17;20;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;CL;1
18051;CriArmE17;1700;09/10/2007;Dasyprocta leporina;1;oui;16:17;16;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;CL;1
18157;CriArmG28;2800;09/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;14:15;18;3000;Retour;seche;;CriArmG;oui;CriArm;non;oncfs;FP;1
18152;CriArmG22;2200;09/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;15:16;15;3000;Retour;seche;;CriArmG;oui;CriArm;non;oncfs;FP;1
18166;CriArmG5;500;09/10/2007;Mazama sp.;1;oui;17:18;17;3000;Retour;seche;;CriArmG;oui;CriArm;non;oncfs;FP;1
18138;CriArmG18;1800;09/10/2007;Odontophorus guyanensis;1;oui;16:17;1;3000;Retour;seche;;CriArmG;oui;CriArm;non;oncfs;FP;1
18142;CriArmG19;1900;09/10/2007;Odontophorus guyanensis;2;oui;16:17;12;3000;Retour;seche;;CriArmG;oui;CriArm;non;oncfs;FP;1
18036;CriArmE10;1000;10/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;07:08;1;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;LD;1
18048;CriArmE15;1500;10/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;08:09;1;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;LD;1
18042;CriArmE12;1200;10/10/2007;Mazama americana;1;oui;08:09;8;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;LD;1
18083;CriArmE6;600;10/10/2007;Myoprocta acouchy;1;oui;07:08;10;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;LD;1
18119;CriArmF31;3100;10/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;09:10;3;3000;Aller;seche;;CriArmF;oui;CriArm;non;oncfs;FP;1
18139;CriArmG18;1800;10/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;08:09;8;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;KK;1
18156;CriArmG27;2700;10/10/2007;Dasyprocta leporina;1;oui;09:10;23;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;KK;1
18131;CriArmG14;1400;10/10/2007;Mazama americana;1;oui;08:09;27;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;KK;1
18193;CriArmH26;2600;10/10/2007;Cebus olivaceus;3;non;09:10;17;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;CL;1
18188;CriArmH22;2200;10/10/2007;Mazama americana;1;oui;09:10;6;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;CL;1
18183;CriArmH14;1400;10/10/2007;Mazama gouazoubira;1;oui;08:09;10;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;CL;1
18084;CriArmE6;600;10/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;17:18;12;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;LD;1
18053;CriArmE2;200;10/10/2007;Mazama sp.;1;oui;17:18;15;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;LD;1
18081;CriArmE5;500;10/10/2007;Myoprocta acouchy;1;oui;17:18;5;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;LD;1
18096;CriArmF13;1300;10/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;16:17;10;3000;Retour;seche;;CriArmF;oui;CriArm;non;oncfs;FP;1
18121;CriArmF4;400;10/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;17:18;0;3000;Retour;seche;;CriArmF;oui;CriArm;non;oncfs;FP;1
18115;CriArmF28;2800;10/10/2007;Dasyprocta leporina;1;oui;15:16;40;3000;Retour;seche;;CriArmF;oui;CriArm;non;oncfs;FP;1
18103;CriArmF19;1900;10/10/2007;Dasyprocta leporina;1;oui;16:17;19;3000;Retour;seche;;CriArmF;oui;CriArm;non;oncfs;FP;1
18159;CriArmG3;300;10/10/2007;Dasyprocta leporina;1;oui;17:18;21;3000;Retour;seche;;CriArmG;oui;CriArm;non;oncfs;KK;1
18162;CriArmG30;3000;10/10/2007;Mazama gouazoubira;1;oui;14:15;17;3000;Retour;seche;;CriArmG;oui;CriArm;non;oncfs;KK;1
18184;CriArmH14;1400;10/10/2007;Alouatta seniculus;1;non;16:17;15;3000;Retour;seche;;CriArmH;oui;CriArm;non;oncfs;CL;1
18037;CriArmE10;1000;11/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;07:08;1;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;FP;1
18044;CriArmE12;1200;11/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;08:09;10;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;FP;1
18064;CriArmE26;2600;11/10/2007;Geochelone denticulata;1;oui;09:10;1;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;FP;1
18067;CriArmE26;2600;11/10/2007;Mazama americana;1;oui;09:10;;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;FP;1
18038;CriArmE10;1000;11/10/2007;Pithecia pithecia;3;oui;07:08;1;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;FP;1
18068;CriArmE27;2700;11/10/2007;Saguinus midas;2;non;09:10;23;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;FP;1
18043;CriArmE12;1200;11/10/2007;Saguinus midas;3;non;08:09;2;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;FP;1
18050;CriArmE16;1600;11/10/2007;Saguinus midas;5;non;08:09;27;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;FP;1
18104;CriArmF19;1900;11/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;08:09;9;3000;Aller;seche;;CriArmF;oui;CriArm;non;oncfs;KK;1
18117;CriArmF3;300;11/10/2007;Dasyprocta leporina;1;oui;07:08;21;3000;Aller;seche;;CriArmF;oui;CriArm;non;oncfs;KK;1
18099;CriArmF15;1500;11/10/2007;Dasyprocta leporina;1;oui;08:09;3;3000;Aller;seche;;CriArmF;oui;CriArm;non;oncfs;KK;1
18116;CriArmF29;2900;11/10/2007;Mazama gouazoubira;1;oui;09:10;19;3000;Aller;seche;;CriArmF;oui;CriArm;non;oncfs;KK;1
18143;CriArmG19;1900;11/10/2007;Dasyprocta leporina;1;oui;09:10;4;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;CL;1
18132;CriArmG14;1400;11/10/2007;Tinamus major;1;oui;08:09;0;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;CL;1
18205;CriArmH4;400;11/10/2007;Cebus apella;7;non;07:08;12;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;LD;1
18204;CriArmH4;400;11/10/2007;Mazama gouazoubira;1;oui;07:08;7;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;LD;1
18176;CriArmH11;1100;11/10/2007;Mazama gouazoubira;1;oui;07:08;1;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;LD;1
18195;CriArmH26;2600;11/10/2007;Myoprocta acouchy;1;oui;09:10;9;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;LD;1
18194;CriArmH26;2600;11/10/2007;Psophia crepitans;5;oui;09:10;20;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;LD;1
18076;CriArmE3;300;12/10/2007;Ateles paniscus;;non;07:08;;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;KK;1
18069;CriArmE27;2700;12/10/2007;Dasyprocta leporina;1;oui;09:10;27;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;KK;1
18056;CriArmE21;2100;12/10/2007;Odontophorus guyanensis;5;oui;09:10;0;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;KK;1
18045;CriArmE14;1400;12/10/2007;Pecari tajacu;1;oui;08:09;27;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;KK;1
18101;CriArmF18;1800;12/10/2007;Dasyprocta leporina;1;oui;08:09;10;3000;Aller;seche;;CriArmF;oui;CriArm;non;oncfs;CL;1
18123;CriArmF7;700;12/10/2007;Mazama americana;1;oui;07:08;13;3000;Aller;seche;;CriArmF;oui;CriArm;non;oncfs;CL;1
18105;CriArmF19;1900;12/10/2007;Myoprocta acouchy;1;oui;09:10;17;3000;Aller;seche;;CriArmF;oui;CriArm;non;oncfs;CL;1
18094;CriArmF12;1200;12/10/2007;Saguinus midas;6;non;08:09;38;3000;Aller;seche;;CriArmF;oui;CriArm;non;oncfs;CL;1
18133;CriArmG16;1600;12/10/2007;Crax alector;1;oui;08:09;9;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;LD;1
18128;CriArmG12;1200;12/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;08:09;0;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;LD;1
18129;CriArmG12;1200;12/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;08:09;1;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;LD;1
18127;CriArmG11;1100;12/10/2007;Mazama sp.;1;oui;07:08;6;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;LD;1
18140;CriArmG18;1800;12/10/2007;Tinamus major;1;oui;08:09;6;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;LD;1
18212;CriArmH7;700;12/10/2007;Dasyprocta leporina;1;oui;07:08;11;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;FP;1
18082;CriArmE5;500;12/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;17:18;12;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;KK;1
18057;CriArmE21;2100;12/10/2007;Odontophorus guyanensis;1;oui;15:16;7;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;KK;1
18055;CriArmE20;2000;13/10/2007;Psophia crepitans;2;oui;09:10;13;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;CL;1
18070;CriArmE27;2700;13/10/2007;Tinamus major;2;oui;09:10;0;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;CL;1
18113;CriArmF26;2600;13/10/2007;Crax alector;2;oui;09:10;2;3000;Aller;seche;;CriArmF;oui;CriArm;non;oncfs;LD;1
18114;CriArmF26;2600;13/10/2007;Pecari tajacu;3;oui;09:10;13;3000;Aller;seche;;CriArmF;oui;CriArm;non;oncfs;LD;1
18163;CriArmGvide;;13/10/2007;;;non;;;3000;Aller;seche;transect vide;CriArmG;oui;CriArm;non;oncfs;CL;1
18215;CriArmH9;900;13/10/2007;Ateles paniscus;2;oui;07:08;10;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18207;CriArmH4;400;13/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;07:08;4;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18214;CriArmH8;800;13/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;07:08;0;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18216;CriArmH9;900;13/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;07:08;7;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18177;CriArmH11;1100;13/10/2007;Eira barbara;1;oui;08:09;5;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18185;CriArmH16;1600;13/10/2007;Odontophorus guyanensis;6;oui;08:09;6;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18192;CriArmH24;2400;13/10/2007;Psophia crepitans;3;non;09:10;18;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18087;CriArmE8;800;13/10/2007;Crypturellus sp.;1;oui;17:18;19;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;CL;1
18074;CriArmE28;2800;13/10/2007;Dasyprocta leporina;1;oui;15:16;10;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;CL;1
18077;CriArmE3;300;13/10/2007;Dasyprocta leporina;1;oui;17:18;10;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;CL;1
18090;CriArmE9;900;13/10/2007;Penelope marail;2;oui;17:18;7;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;CL;1
18106;CriArmF19;1900;13/10/2007;Dasyprocta leporina;1;oui;15:16;12;3000;Retour;seche;;CriArmF;oui;CriArm;non;oncfs;LD;1
18109;CriArmF21;2100;13/10/2007;Mazama gouazoubira;1;oui;15:16;21;3000;Retour;seche;;CriArmF;oui;CriArm;non;oncfs;LD;1
18097;CriArmF14;1400;13/10/2007;Tinamus major;1;oui;16:17;3;3000;Retour;seche;;CriArmF;oui;CriArm;non;oncfs;LD;1
18120;CriArmFvide;;13/10/2007;;;non;;;3000;Retour;seche;transect vide;CriArmF;oui;CriArm;non;oncfs;FP;1
18158;CriArmG29;2900;13/10/2007;Ateles paniscus;2;oui;15:16;80;3000;Retour;seche;;CriArmG;oui;CriArm;non;oncfs;FP;1
18144;CriArmG19;1900;13/10/2007;Crax alector;2;oui;16:17;10;3000;Retour;seche;;CriArmG;oui;CriArm;non;oncfs;FP;1
18181;CriArmH13;1300;13/10/2007;Cebus olivaceus;10;non;16:17;29;3000;Retour;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18187;CriArmH20;2000;13/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;15:16;0;3000;Retour;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18174;CriArmH1;100;13/10/2007;Dasyprocta leporina;1;oui;17:18;16;3000;Retour;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18196;CriArmH26;2600;13/10/2007;Mazama sp.;1;oui;15:16;30;3000;Retour;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18175;CriArmH1;100;13/10/2007;Mazama sp.;1;oui;17:18;17;3000;Retour;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18173;CriArmH1;100;13/10/2007;Odontophorus guyanensis;4;oui;17:18;0;3000;Retour;seche;;CriArmH;oui;CriArm;non;oncfs;KK;1
18049;CriArmE15;1500;14/10/2007;Dasyprocta leporina;1;oui;08:09;0;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;LD;1
18040;CriArmE11;1100;14/10/2007;Tinamus major;1;oui;07:08;13;3000;Aller;seche;;CriArmE;oui;CriArm;non;oncfs;LD;1
18098;CriArmF14;1400;14/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;08:09;13;3000;Aller;seche;;CriArmF;oui;CriArm;non;oncfs;FP;1
18112;CriArmF25;2500;14/10/2007;Dasyprocta leporina;1;oui;09:10;13;3000;Aller;seche;;CriArmF;oui;CriArm;non;oncfs;FP;1
18124;CriArmF9;900;14/10/2007;Pecari tajacu;1;oui;07:08;22;3000;Aller;seche;;CriArmF;oui;CriArm;non;oncfs;FP;1
18145;CriArmG19;1900;14/10/2007;Crypturellus sp.;1;oui;08:09;2;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;KK;1
18170;CriArmG8;800;14/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;07:08;0;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;KK;1
18164;CriArmG31;3100;14/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;09:10;7;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;KK;1
18146;CriArmG19;1900;14/10/2007;Dasyprocta leporina;1;oui;08:09;16;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;KK;1
18150;CriArmG21;2100;14/10/2007;Myoprocta acouchy;1;oui;08:09;0;3000;Aller;seche;;CriArmG;oui;CriArm;non;oncfs;KK;1
18208;CriArmH4;400;14/10/2007;Mazama americana;1;oui;07:08;0;3000;Aller;seche;;CriArmH;oui;CriArm;non;oncfs;CL;1
18058;CriArmE21;2100;14/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;16:17;6;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;LD;1
18039;CriArmE10;1000;14/10/2007;Crypturellus sp. Ou Tinamus sp.;1;oui;17:18;0;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;LD;1
18046;CriArmE14;1400;14/10/2007;Tinamus major;1;oui;16:17;3;3000;Retour;seche;;CriArmE;oui;CriArm;non;oncfs;LD;1
18102;CriArmF18;1800;14/10/2007;Ateles paniscus;2;non;16:17;44;3000;Retour;seche;;CriArmF;oui;CriArm;non;oncfs;FP;1
18100;CriArmF17;1700;14/10/2007;Ateles paniscus;3;oui;16:17;3;3000;Retour;seche;;CriArmF;oui;CriArm;non;oncfs;FP;1
18107;CriArmF20;2000;14/10/2007;Cebus apella;1;oui;16:17;17;3000;Retour;seche;;CriArmF;oui;CriArm;non;oncfs;FP;1
18122;CriArmF5;500;14/10/2007;Cebus apella;10;oui;17:18;20;3000;Retour;seche;;CriArmF;oui;CriArm;non;oncfs;FP;1
18165;CriArmG30;3000;14/10/2007;Crax alector;2;oui;14:15;0;3000;Retour;seche;;CriArmG;oui;CriArm;non;oncfs;KK;1
18149;CriArmG20;2000;14/10/2007;Mazama gouazoubira;1;oui;15:16;14;3000;Retour;seche;;CriArmG;oui;CriArm;non;oncfs;KK;1
18147;CriArmG19;1900;14/10/2007;Odontophorus guyanensis;3;non;15:16;15;3000;Retour;seche;;CriArmG;oui;CriArm;non;oncfs;KK;1
18125;CriArmG1;100;14/10/2007;Pecari tajacu;3;oui;17:18;14;3000;Retour;seche;;CriArmG;oui;CriArm;non;oncfs;KK;1
18189;CriArmH22;2200;14/10/2007;Psophia crepitans;9;oui;15:16;0;3000;Retour;seche;;CriArmH;oui;CriArm;non;oncfs;CL;1
20589;CroissA23;2300;25/11/2005;Ateles paniscus;1;oui;15:16;45;1500;Retour;seche;;CroissA;oui;Croiss;non;oncfs;AV;0
20590;CroissA22;2200;25/11/2005;Ateles paniscus;2;oui;15:16;12;1500;Retour;seche;;CroissA;oui;Croiss;non;oncfs;AV;0
20613;CroissA30;3000;25/11/2005;Puma concolor;1;oui;15:16;2;1500;Retour;seche;;CroissA;oui;Croiss;non;oncfs;AV;0
20623;CroissA6;600;18/11/2005;Crypturellus sp.;1;oui;07:08;5;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20582;CroissA20;2000;18/11/2005;Crypturellus sp.;1;oui;09:10;22;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20559;CroissA13;1300;18/11/2005;Crypturellus sp. Ou Tinamus sp.;1;oui;08:09;3;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20614;CroissA30;3000;18/11/2005;Dasyprocta leporina;1;oui;10:11;27;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20553;CroissA1;100;18/11/2005;Mazama americana;1;oui;07:08;11;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20605;CroissA3;300;18/11/2005;Mazama americana;1;oui;07:08;21;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20557;CroissA12;1200;18/11/2005;Mazama gouazoubira;1;oui;08:09;12;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20612;CroissA29;2900;18/11/2005;Mazama gouazoubira;1;oui;10:11;14;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20584;CroissA21;2100;18/11/2005;Psophia crepitans;13;oui;09:10;0;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20569;CroissA16;1600;18/11/2005;Tinamus major;1;oui;08:09;11;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20585;CroissA21;2100;18/11/2005;Tinamus major;1;oui;09:10;10;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20665;CroissB6;600;18/11/2005;Psophia crepitans;1;oui;08:09;10;3000;Aller;seche;;CroissB;oui;Croiss;non;oncfs;AV;1
20716;CroissC3;300;18/11/2005;Crax alector;2;oui;07:08;1;3000;Aller;seche;;CroissC;oui;Croiss;non;oncfs;FP;1
20674;CroissC11;1100;18/11/2005;Crypturellus sp.;1;oui;08:09;1;3000;Aller;seche;;CroissC;oui;Croiss;non;oncfs;FP;1
20697;CroissC20;2000;18/11/2005;Pecari tajacu;1;oui;09:10;27;3000;Aller;seche;;CroissC;oui;Croiss;non;oncfs;FP;1
20673;CroissC11;1100;18/11/2005;Penelope marail;2;oui;08:09;0;3000;Aller;seche;;CroissC;oui;Croiss;non;oncfs;FP;1
20705;CroissC26;2600;18/11/2005;Saguinus midas;5;non;09:10;2;3000;Aller;seche;;CroissC;oui;Croiss;non;oncfs;FP;1
20737;CroissD16;1600;18/11/2005;Crypturellus sp.;1;oui;09:10;5;3000;Aller;seche;;CroissD;oui;Croiss;non;oncfs;KK;1
20768;CroissD6;600;18/11/2005;Dasyprocta leporina;1;oui;07:08;6;3000;Aller;seche;;CroissD;oui;Croiss;non;oncfs;KK;1
20729;CroissD10;1000;18/11/2005;Dasyprocta leporina;1;oui;08:09;0;3000;Aller;seche;;CroissD;oui;Croiss;non;oncfs;KK;1
20606;CroissA31;3100;18/11/2005;Alouatta seniculus;3;oui;15:16;20;3000;Retour;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20577;CroissA19;1900;18/11/2005;Ateles paniscus;2;oui;16:17;37;3000;Retour;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20571;CroissA18;1800;18/11/2005;Ateles paniscus;5;oui;16:17;36;3000;Retour;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20570;CroissA18;1800;18/11/2005;Crax alector;3;oui;16:17;17;3000;Retour;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20624;CroissA6;600;18/11/2005;Crypturellus sp.;1;oui;17:18;0;3000;Retour;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20592;CroissA26;2600;18/11/2005;Crypturellus sp. Ou Tinamus sp.;1;oui;15:16;16;3000;Retour;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20599;CroissA28;2800;18/11/2005;Dasyprocta leporina;1;oui;15:16;14;3000;Retour;seche;;CroissA;oui;Croiss;non;oncfs;PS;1
20631;CroissBvide;;18/11/2005;;;non;;;3000;Retour;seche;transect vide;CroissB;oui;Croiss;non;oncfs;AV;1
20687;CroissC15;1500;18/11/2005;Ateles paniscus;3;oui;16:17;3;3000;Retour;seche;;CroissC;oui;Croiss;non;oncfs;FP;1
20723;CroissC5;500;18/11/2005;Myoprocta acouchy;1;oui;17:18;0;3000;Retour;seche;;CroissC;oui;Croiss;non;oncfs;FP;1
20691;CroissC17;1700;18/11/2005;Penelope marail;2;oui;16:17;2;3000;Retour;seche;;CroissC;oui;Croiss;non;oncfs;FP;1
20692;CroissC18;1800;18/11/2005;Saguinus midas;4;oui;16:17;20;3000;Retour;seche;;CroissC;oui;Croiss;non;oncfs;FP;1
20712;CroissC28;2800;18/11/2005;Saguinus midas;5;non;15:16;26;3000;Retour;seche;;CroissC;oui;Croiss;non;oncfs;FP;1
20756;CroissDvide;;18/11/2005;;;non;;;3000;Retour;seche;transect vide;CroissD;oui;Croiss;non;oncfs;KK;1
20618;CroissA5;500;19/11/2005;Ateles paniscus;2;oui;07:08;86;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;KK;1
20572;CroissA18;1800;19/11/2005;Crypturellus sp.;1;oui;08:09;17;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;KK;1
20600;CroissA29;2900;19/11/2005;Crypturellus sp. Ou Tinamus sp.;1;oui;09:10;4;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;KK;1
20627;CroissA7;700;19/11/2005;Dasyprocta leporina;1;oui;07:08;1;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;KK;1
20560;CroissA15;1500;19/11/2005;Dasyprocta leporina;1;oui;08:09;22;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;KK;1
20596;CroissA26;2600;19/11/2005;Mazama americana;1;oui;09:10;12;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;KK;1
20597;CroissA27;2700;19/11/2005;Mazama gouazoubira;1;oui;09:10;16;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;KK;1
20617;CroissA5;500;19/11/2005;Myoprocta acouchy;1;oui;07:08;7;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;KK;1
20607;CroissA29;2900;19/11/2005;Tinamus major;1;oui;09:10;2;3000;Aller;seche;;CroissA;oui;Croiss;non;oncfs;KK;1
20661;CroissB30;3000;19/11/2005;Ateles paniscus;4;oui;10:11;27;3000;Aller;seche;;CroissB;oui;Croiss;non;oncfs;PS;1
20636;CroissB13;1300;19/11/2005;Crypturellus sp. Ou Tinamus sp.;2;oui;08:09;4;3000;Aller;seche;;CroissB;oui;Croiss;non;oncfs;PS;1
20657;CroissB3;300;19/11/2005;Eira barbara;1;oui;07:08;0;3000;Aller;seche;;CroissB;oui;Croiss;non;oncfs;PS;1
20668;CroissB7;700;19/11/2005;Myoprocta acouchy;1;oui;08:09;10;3000;Aller;seche;;CroissB;oui;Croiss;non;oncfs;PS;1
20633;CroissB11;1100;19/11/2005;Myoprocta acouchy;1;oui;08:09;22;3000;Aller;seche;;CroissB;oui;Croiss;non;oncfs;PS;1
20683;CroissC13;1300;19/11/2005;Ateles paniscus;3;non;09:10;25;3000;Aller;seche;;CroissC;oui;Croiss;non;oncfs;AV;1
20693;CroissC2;200;19/11/2005;Cebus olivaceus;4;oui;07:08;4;3000;Aller;seche;;CroissC;oui;Croiss;non;oncfs;AV;1
20719;CroissC4;400;19/11/2005;Crax alector;1;oui;07:08;0;3000;Aller;seche;;CroissC;oui;Croiss;non;oncfs;AV;1
20677;CroissC12;1200;19/11/2005;Crypturellus sp.;1;oui;08:09;6;3000;Aller;seche;;CroissC;oui;Croiss;non;oncfs;AV;1
20726;CroissC6;600;19/11/2005;Dasyprocta leporina;1;oui;07:08;8;3000;Aller;seche;;CroissC;oui;Croiss;non;oncfs;AV;1
20738;CroissD17;1700;19/11/2005;Alouatta seniculus;5;non;08:09;7;3000;Aller;seche;;CroissD;oui;Croiss;non;oncfs;FP;1
20770;CroissD7;700;19/11/2005;Ateles paniscus;2;oui;07:08;29;3000;Aller;seche;;CroissD;oui;Croiss;non;oncfs;FP;1
