idObs;placette;balis;date;sp_latin;nb;nb_exact;tranc_hor;dist_per;long;sens;saison;rmq;layon;hab;site;chas;ope;prosp;long_complet
17305;AraCvide;;05/11/2005;;;non;;;1500;Retour;seche;transect vide;AraC;non;Ara;non;oncfs;AB;
17182;AraA24;2400;05/11/2005;Alouatta seniculus;1;oui;16:17;22;2000;Retour;seche;;AraA;non;Ara;non;oncfs;AM;
17183;AraA20;2000;05/11/2005;Ateles paniscus;4;non;16:17;23;2000;Retour;seche;;AraA;non;Ara;non;oncfs;AM;
17180;AraA26;2600;05/11/2005;Crax alector;4;non;15:16;10;2000;Retour;seche;;AraA;non;Ara;non;oncfs;AM;
17181;AraA26;2600;05/11/2005;Saguinus midas;4;non;15:16;22;2000;Retour;seche;;AraA;non;Ara;non;oncfs;AM;
17250;AraB15;1500;05/11/2005;Crypturellus sp.;1;oui;16:17;6;2000;Retour;seche;;AraB;non;Ara;non;oncfs;TS;
17247;AraB25;2500;05/11/2005;Crypturellus sp.;2;oui;15:16;10;2000;Retour;seche;;AraB;non;Ara;non;oncfs;TS;
17248;AraB25;2500;05/11/2005;Dasyprocta leporina;1;oui;15:16;30;2000;Retour;seche;;AraB;non;Ara;non;oncfs;TS;
17245;AraB29;2900;05/11/2005;Dasyprocta leporina;1;oui;15:16;0;2000;Retour;seche;;AraB;non;Ara;non;oncfs;TS;
17246;AraB27;2700;05/11/2005;Myoprocta acouchy;1;oui;15:16;15;2000;Retour;seche;;AraB;non;Ara;non;oncfs;TS;
17249;AraB23;2300;05/11/2005;Ortalis motmot;1;oui;15:16;15;2000;Retour;seche;;AraB;non;Ara;non;oncfs;TS;
17373;AraD28;2800;05/11/2005;Cebus olivaceus;8;oui;15:16;6;2000;Retour;seche;;AraD;non;Ara;non;oncfs;FM;
17372;AraD29;2900;05/11/2005;Myoprocta acouchy;1;oui;15:16;0;2000;Retour;seche;;AraD;non;Ara;non;oncfs;FM;
17374;AraD26;2600;05/11/2005;Tinamus major;1;oui;15:16;0;2000;Retour;seche;;AraD;non;Ara;non;oncfs;FM;
17224;AraA8;800;31/10/2005;Alouatta seniculus;2;non;08:09;30;2900;Aller;seche;;AraA;non;Ara;non;oncfs;TS;
17228;AraA17;1700;31/10/2005;Alouatta seniculus;5;oui;10:11;27;2900;Aller;seche;;AraA;non;Ara;non;oncfs;TS;
17229;AraA24;2400;31/10/2005;Alouatta seniculus;5;oui;10:11;10;2900;Aller;seche;;AraA;non;Ara;non;oncfs;TS;
17225;AraA8;800;31/10/2005;Ateles paniscus;2;non;08:09;30;2900;Aller;seche;;AraA;non;Ara;non;oncfs;TS;
17226;AraA9;900;31/10/2005;Ateles paniscus;3;oui;08:09;35;2900;Aller;seche;;AraA;non;Ara;non;oncfs;TS;
17227;AraA17;1700;31/10/2005;Crypturellus sp.;3;oui;09:10;3;2900;Aller;seche;;AraA;non;Ara;non;oncfs;TS;
17223;AraA2;200;31/10/2005;Ortalis motmot;2;oui;07:08;20;2900;Aller;seche;;AraA;non;Ara;non;oncfs;TS;
17230;AraA30;3000;31/10/2005;Tinamus major;1;oui;11:12;0;2900;Aller;seche;;AraA;non;Ara;non;oncfs;TS;
17238;AraA5;500;31/10/2005;Cebus apella;8;non;17:18;3;2900;Retour;seche;;AraA;non;Ara;non;oncfs;TS;
17233;AraA24;2400;31/10/2005;Crypturellus sp.;3;oui;15:16;8;2900;Retour;seche;;AraA;non;Ara;non;oncfs;TS;
17234;AraA22;2200;31/10/2005;Geochelone denticulata;1;oui;16:17;0;2900;Retour;seche;;AraA;non;Ara;non;oncfs;TS;
17237;AraA8;800;31/10/2005;Psophia crepitans;15;oui;17:18;30;2900;Retour;seche;;AraA;non;Ara;non;oncfs;TS;
17231;AraA29;2900;31/10/2005;Psophia crepitans;20;oui;15:16;10;2900;Retour;seche;;AraA;non;Ara;non;oncfs;TS;
17232;AraA25;2500;31/10/2005;Saguinus midas;7;oui;15:16;5;2900;Retour;seche;;AraA;non;Ara;non;oncfs;TS;
17236;AraA9;900;31/10/2005;Tamandua tetradactyla;1;oui;17:18;4;2900;Retour;seche;;AraA;non;Ara;non;oncfs;TS;
17235;AraA20;2000;31/10/2005;Tinamus major;3;oui;16:17;6;2900;Retour;seche;;AraA;non;Ara;non;oncfs;TS;
17217;AraA20;2000;01/11/2005;Alouatta seniculus;3;non;09:10;40;2900;Aller;seche;;AraA;non;Ara;non;oncfs;AM;
17218;AraA27;2700;01/11/2005;Cebus apella;4;non;10:11;7;2900;Aller;seche;;AraA;non;Ara;non;oncfs;AM;
17219;AraA30;3000;01/11/2005;Crypturellus sp.;1;oui;10:11;6;2900;Aller;seche;;AraA;non;Ara;non;oncfs;AM;
17221;AraA12;1200;01/11/2005;Ateles paniscus;2;non;17:18;2;2900;Retour;seche;;AraA;non;Ara;non;oncfs;AM;
17222;AraA12;1200;01/11/2005;Ateles paniscus;3;non;17:18;1;2900;Retour;seche;;AraA;non;Ara;non;oncfs;AM;
17220;AraA25;2500;01/11/2005;Dasyprocta leporina;1;oui;15:16;;2900;Retour;seche;;AraA;non;Ara;non;oncfs;AM;
17193;AraA13;1300;02/11/2005;Alouatta seniculus;1;oui;08:09;0;2900;Aller;seche;;AraA;non;Ara;non;oncfs;FM;
17192;AraA8;800;02/11/2005;Ateles paniscus;1;oui;07:08;73;2900;Aller;seche;;AraA;non;Ara;non;oncfs;FM;
17191;AraA8;800;02/11/2005;Crax alector;2;oui;07:08;16;2900;Aller;seche;;AraA;non;Ara;non;oncfs;FM;
17194;AraA28;2800;02/11/2005;Mazama gouazoubira;1;oui;10:11;11;2900;Aller;seche;;AraA;non;Ara;non;oncfs;FM;
17195;AraA29;2900;02/11/2005;Tinamus major;1;oui;10:11;3;2900;Aller;seche;;AraA;non;Ara;non;oncfs;FM;
17199;AraA11;1100;02/11/2005;Ateles paniscus;2;oui;17:18;17;2900;Retour;seche;;AraA;non;Ara;non;oncfs;FM;
17198;AraA18;1800;02/11/2005;Cebus apella;12;oui;16:17;11;2900;Retour;seche;;AraA;non;Ara;non;oncfs;FM;
17200;AraA10;1000;02/11/2005;Dasyprocta leporina;1;oui;17:18;10;2900;Retour;seche;;AraA;non;Ara;non;oncfs;FM;
17197;AraA26;2600;02/11/2005;Odontophorus guyanensis;1;oui;15:16;1;2900;Retour;seche;;AraA;non;Ara;non;oncfs;FM;
17196;AraA28;2800;02/11/2005;Tinamus major;1;oui;15:16;17;2900;Retour;seche;;AraA;non;Ara;non;oncfs;FM;
17201;AraA12;1200;03/11/2005;Cebus olivaceus;6;oui;08:09;26;2900;Aller;seche;;AraA;non;Ara;non;oncfs;AB;
17202;AraA22;2200;03/11/2005;Mazama americana;1;oui;09:10;12;2900;Aller;seche;;AraA;non;Ara;non;oncfs;AB;
17203;AraA27;2700;03/11/2005;Psophia crepitans;7;non;10:11;3;2900;Aller;seche;;AraA;non;Ara;non;oncfs;AB;
17205;AraA25;2500;03/11/2005;Alouatta seniculus;2;oui;15:16;0;2900;Retour;seche;;AraA;non;Ara;non;oncfs;AB;
17206;AraA9;900;03/11/2005;Alouatta seniculus;2;oui;17:18;12;2900;Retour;seche;;AraA;non;Ara;non;oncfs;AB;
17208;AraA1;100;03/11/2005;Dasypus sp.;1;oui;17:18;11;2900;Retour;seche;;AraA;non;Ara;non;oncfs;AB;
17204;AraA25;2500;03/11/2005;Psophia crepitans;3;non;15:16;18;2900;Retour;seche;;AraA;non;Ara;non;oncfs;AB;
17207;AraA8;800;03/11/2005;Psophia crepitans;6;non;17:18;8;2900;Retour;seche;;AraA;non;Ara;non;oncfs;AB;
17169;AraA1;100;04/11/2005;Psophia crepitans;3;non;07:08;15;2900;Aller;seche;;AraA;non;Ara;non;oncfs;TS;
17170;AraA29;2900;04/11/2005;Tinamus major;1;oui;10:11;0;2900;Aller;seche;;AraA;non;Ara;non;oncfs;TS;
17174;AraA4;400;04/11/2005;Ateles paniscus;6;oui;17:18;45;2900;Retour;seche;;AraA;non;Ara;non;oncfs;TS;
17172;AraA9;900;04/11/2005;Dasyprocta leporina;1;oui;17:18;3;2900;Retour;seche;;AraA;non;Ara;non;oncfs;TS;
17171;AraA28;2800;04/11/2005;Psophia crepitans;5;non;15:16;30;2900;Retour;seche;;AraA;non;Ara;non;oncfs;TS;
17175;AraA1;100;04/11/2005;Psophia crepitans;12;non;17:18;0;2900;Retour;seche;;AraA;non;Ara;non;oncfs;TS;
17173;AraA4;400;04/11/2005;Psophia crepitans;12;oui;17:18;17;2900;Retour;seche;;AraA;non;Ara;non;oncfs;TS;
17176;AraA3;300;05/11/2005;Ateles paniscus;2;oui;07:08;21;2900;Aller;seche;;AraA;non;Ara;non;oncfs;AM;
17177;AraA18;1800;05/11/2005;Crypturellus sp.;1;oui;08:09;2;2900;Aller;seche;;AraA;non;Ara;non;oncfs;AM;
17178;AraA27;2700;05/11/2005;Crypturellus sp.;5;oui;10:11;3;2900;Aller;seche;;AraA;non;Ara;non;oncfs;AM;
17179;AraA27;2700;05/11/2005;Tinamus major;1;oui;10:11;3;2900;Aller;seche;;AraA;non;Ara;non;oncfs;AM;
17188;AraA21;2100;05/11/2005;Ateles paniscus;1;oui;16:17;62;2900;Retour;seche;;AraA;non;Ara;non;oncfs;FM;
17190;AraA11;1100;05/11/2005;Ateles paniscus;2;oui;16:17;25;2900;Retour;seche;;AraA;non;Ara;non;oncfs;FM;
17187;AraA26;2600;05/11/2005;Cebus apella;3;oui;15:16;10;2900;Retour;seche;;AraA;non;Ara;non;oncfs;FM;
17189;AraA18;1800;05/11/2005;Myoprocta acouchy;1;oui;16:17;10;2900;Retour;seche;;AraA;non;Ara;non;oncfs;FM;
17185;AraA25;2500;06/11/2005;Cebus apella;12;oui;09:10;10;2900;Aller;seche;;AraA;non;Ara;non;oncfs;FM;
17184;AraA15;1500;06/11/2005;Saguinus midas;8;oui;08:09;32;2900;Aller;seche;;AraA;non;Ara;non;oncfs;FM;
17186;AraA30;3000;06/11/2005;Tinamus major;1;oui;10:11;0;2900;Aller;seche;;AraA;non;Ara;non;oncfs;FM;
17209;AraA2;200;07/11/2005;Psophia crepitans;3;non;07:08;18;2900;Aller;seche;;AraA;non;Ara;non;oncfs;AB;
17212;AraA28;2800;07/11/2005;Psophia crepitans;8;non;09:10;16;2900;Aller;seche;;AraA;non;Ara;non;oncfs;AB;
17211;AraA18;1800;07/11/2005;Saguinus midas;5;oui;08:09;13;2900;Aller;seche;;AraA;non;Ara;non;oncfs;AB;
17210;AraA17;1700;07/11/2005;Tinamus major;1;oui;08:09;2;2900;Aller;seche;;AraA;non;Ara;non;oncfs;AB;
17213;AraA20;2000;07/11/2005;Alouatta seniculus;2;non;16:17;48;2900;Retour;seche;;AraA;non;Ara;non;oncfs;AB;
17216;AraA1;100;07/11/2005;Ateles paniscus;2;oui;17:18;37;2900;Retour;seche;;AraA;non;Ara;non;oncfs;AB;
17214;AraA19;1900;07/11/2005;Psophia crepitans;1;oui;16:17;0;2900;Retour;seche;;AraA;non;Ara;non;oncfs;AB;
17215;AraA2;200;07/11/2005;Psophia crepitans;2;oui;17:18;11;2900;Retour;seche;;AraA;non;Ara;non;oncfs;AB;
17284;AraB25;2500;31/10/2005;Cebus apella;2;non;09:10;14;3000;Aller;seche;;AraB;non;Ara;non;oncfs;AB;
17285;AraB30;3000;31/10/2005;Odontophorus guyanensis;2;oui;10:11;1;3000;Aller;seche;;AraB;non;Ara;non;oncfs;AB;
17283;AraB4;400;31/10/2005;Psophia crepitans;4;non;07:08;26;3000;Aller;seche;;AraB;non;Ara;non;oncfs;AB;
17356;AraC19;1900;31/10/2005;Ateles paniscus;2;oui;09:10;2;3000;Aller;seche;;AraC;non;Ara;non;oncfs;FM;
17360;AraC31;3100;31/10/2005;Eira barbara;1;oui;10:11;10;3000;Aller;seche;;AraC;non;Ara;non;oncfs;FM;
17354;AraC4;400;31/10/2005;Mazama americana;1;oui;07:08;14;3000;Aller;seche;;AraC;non;Ara;non;oncfs;FM;
17359;AraC29;2900;31/10/2005;Mazama americana;1;oui;10:11;16;3000;Aller;seche;;AraC;non;Ara;non;oncfs;FM;
17357;AraC26;2600;31/10/2005;Ortalis motmot;1;oui;09:10;3;3000;Aller;seche;;AraC;non;Ara;non;oncfs;FM;
17358;AraC27;2700;31/10/2005;Penelope marail;4;oui;10:11;4;3000;Aller;seche;;AraC;non;Ara;non;oncfs;FM;
17355;AraC10;1000;31/10/2005;Tinamus major;1;oui;08:09;10;3000;Aller;seche;;AraC;non;Ara;non;oncfs;FM;
17414;AraD1;100;31/10/2005;Crypturellus sp.;2;oui;10:11;2;3000;Aller;seche;;AraD;non;Ara;non;oncfs;AM;
17412;AraD8;800;31/10/2005;Dasyprocta leporina;1;oui;08:09;5;3000;Aller;seche;;AraD;non;Ara;non;oncfs;AM;
17415;AraD30;3000;31/10/2005;Psophia crepitans;6;non;10:11;5;3000;Aller;seche;;AraD;non;Ara;non;oncfs;AM;
17413;AraD27;2700;31/10/2005;Tinamus major;1;oui;10:11;1;3000;Aller;seche;;AraD;non;Ara;non;oncfs;AM;
17291;AraB14;1400;31/10/2005;Alouatta seniculus;2;oui;16:17;2;3000;Retour;seche;;AraB;non;Ara;non;oncfs;FM;
17289;AraB24;2400;31/10/2005;Cebus apella;3;oui;15:16;11;3000;Retour;seche;;AraB;non;Ara;non;oncfs;AB;
17290;AraB29;2900;31/10/2005;Crypturellus sp.;1;oui;15:16;1;3000;Retour;seche;;AraB;non;Ara;non;oncfs;FM;
17287;AraB29;2900;31/10/2005;Odontophorus guyanensis;4;oui;15:16;7;3000;Retour;seche;;AraB;non;Ara;non;oncfs;AB;
17288;AraB26;2600;31/10/2005;Psophia crepitans;2;oui;15:16;26;3000;Retour;seche;;AraB;non;Ara;non;oncfs;AB;
17286;AraB31;3100;31/10/2005;Psophia crepitans;4;oui;15:16;6;3000;Retour;seche;;AraB;non;Ara;non;oncfs;AB;
17416;AraD23;2300;31/10/2005;Crypturellus sp.;1;oui;15:16;2;3000;Retour;seche;;AraD;non;Ara;non;oncfs;AM;
17417;AraD11;1100;31/10/2005;Penelope marail;1;oui;16:17;5;3000;Retour;seche;;AraD;non;Ara;non;oncfs;AM;
17274;AraB31;3100;01/11/2005;Cebus apella;5;non;10:11;0;3000;Aller;seche;;AraB;non;Ara;non;oncfs;TS;
17271;AraB14;1400;01/11/2005;Cebus apella;8;non;09:10;6;3000;Aller;seche;;AraB;non;Ara;non;oncfs;TS;
17272;AraB29;2900;01/11/2005;Cebus olivaceus;10;non;10:11;0;3000;Aller;seche;;AraB;non;Ara;non;oncfs;TS;
17270;AraB9;900;01/11/2005;Dasyprocta leporina;1;oui;08:09;11;3000;Aller;seche;;AraB;non;Ara;non;oncfs;TS;
17273;AraB29;2900;01/11/2005;Psophia crepitans;6;non;10:11;0;3000;Aller;seche;;AraB;non;Ara;non;oncfs;TS;
17344;AraC19;1900;01/11/2005;Ateles paniscus;2;oui;09:10;0;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AB;
17341;AraC4;400;01/11/2005;Chiropotes satanas;1;non;07:08;18;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AB;
17346;AraC27;2700;01/11/2005;Crypturellus sp.;2;oui;10:11;3;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AB;
17343;AraC16;1600;01/11/2005;Crypturellus sp.;3;oui;09:10;6;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AB;
17342;AraC10;1000;01/11/2005;Dasyprocta leporina;1;oui;08:09;9;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AB;
17345;AraC27;2700;01/11/2005;Mazama americana;1;oui;10:11;6;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AB;
17340;AraC3;300;01/11/2005;Pithecia pithecia;2;oui;07:08;21;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AB;
17407;AraD29;2900;01/11/2005;Cebus apella;3;non;10:11;1;3000;Aller;seche;;AraD;non;Ara;non;oncfs;FM;
17408;AraD29;2900;01/11/2005;Psophia crepitans;7;oui;10:11;10;3000;Aller;seche;;AraD;non;Ara;non;oncfs;FM;
17406;AraD8;800;01/11/2005;Saimiri sciureus;14;oui;08:09;17;3000;Aller;seche;;AraD;non;Ara;non;oncfs;FM;
17277;AraB25;2500;01/11/2005;Crypturellus sp.;1;oui;15:16;7;3000;Retour;seche;;AraB;non;Ara;non;oncfs;TS;
17275;AraB29;2900;01/11/2005;Crypturellus sp.;2;oui;15:16;1;3000;Retour;seche;;AraB;non;Ara;non;oncfs;TS;
17279;AraB16;1600;01/11/2005;Dasyprocta leporina;1;oui;16:17;20;3000;Retour;seche;;AraB;non;Ara;non;oncfs;TS;
17281;AraB6;600;01/11/2005;Dasyprocta leporina;1;oui;17:18;30;3000;Retour;seche;;AraB;non;Ara;non;oncfs;TS;
17280;AraB13;1300;01/11/2005;Dasyprocta leporina;1;oui;17:18;0;3000;Retour;seche;;AraB;non;Ara;non;oncfs;TS;
17282;AraB3;300;01/11/2005;Penelope marail;1;oui;17:18;4;3000;Retour;seche;;AraB;non;Ara;non;oncfs;TS;
17276;AraB27;2700;01/11/2005;Penelope marail;2;oui;15:16;17;3000;Retour;seche;;AraB;non;Ara;non;oncfs;TS;
17278;AraB25;2500;01/11/2005;Psophia crepitans;10;non;15:16;20;3000;Retour;seche;;AraB;non;Ara;non;oncfs;TS;
17351;AraC8;800;01/11/2005;Alouatta seniculus;2;oui;17:18;9;3000;Retour;seche;;AraC;non;Ara;non;oncfs;AB;
17349;AraC22;2200;01/11/2005;Cebus olivaceus;5;non;16:17;13;3000;Retour;seche;;AraC;non;Ara;non;oncfs;AB;
17347;AraC30;3000;01/11/2005;Crax alector;1;oui;15:16;6;3000;Retour;seche;;AraC;non;Ara;non;oncfs;AB;
17353;AraC2;200;01/11/2005;Crax alector;3;oui;17:18;0;3000;Retour;seche;;AraC;non;Ara;non;oncfs;AB;
17352;AraC3;300;01/11/2005;Myoprocta acouchy;1;oui;17:18;1;3000;Retour;seche;;AraC;non;Ara;non;oncfs;AB;
17350;AraC20;2000;01/11/2005;Penelope marail;1;oui;16:17;26;3000;Retour;seche;;AraC;non;Ara;non;oncfs;AB;
17348;AraC27;2700;01/11/2005;Psophia crepitans;16;oui;15:16;16;3000;Retour;seche;;AraC;non;Ara;non;oncfs;AB;
17411;AraD6;600;01/11/2005;Alouatta seniculus;4;oui;17:18;32;3000;Retour;seche;;AraD;non;Ara;non;oncfs;FM;
17410;AraD18;1800;01/11/2005;Cebus apella;4;oui;16:17;12;3000;Retour;seche;;AraD;non;Ara;non;oncfs;FM;
17409;AraD21;2100;01/11/2005;Tinamus major;1;oui;15:16;13;3000;Retour;seche;;AraD;non;Ara;non;oncfs;FM;
17256;AraB6;600;02/11/2005;Crypturellus sp.;1;oui;08:09;2;3000;Aller;seche;;AraB;non;Ara;non;oncfs;AM;
17257;AraB6;600;02/11/2005;Saguinus midas;2;non;08:09;8;3000;Aller;seche;;AraB;non;Ara;non;oncfs;AM;
17321;AraC25;2500;02/11/2005;Dasyprocta leporina;1;oui;10:11;8;3000;Aller;seche;;AraC;non;Ara;non;oncfs;TS;
17320;AraC23;2300;02/11/2005;Ortalis motmot;2;oui;09:10;0;3000;Aller;seche;;AraC;non;Ara;non;oncfs;TS;
17319;AraC15;1500;02/11/2005;Tinamus major;1;oui;08:09;17;3000;Aller;seche;;AraC;non;Ara;non;oncfs;TS;
17383;AraD27;2700;02/11/2005;Psophia crepitans;3;non;10:11;4;3000;Aller;seche;;AraD;non;Ara;non;oncfs;AB;
17382;AraD4;400;02/11/2005;Saguinus midas;5;oui;07:08;3;3000;Aller;seche;;AraD;non;Ara;non;oncfs;AB;
17260;AraB6;600;02/11/2005;Alouatta seniculus;6;oui;17:18;1;3000;Retour;seche;;AraB;non;Ara;non;oncfs;AM;
17258;AraB30;3000;02/11/2005;Crypturellus sp.;1;oui;15:16;3;3000;Retour;seche;;AraB;non;Ara;non;oncfs;AM;
17259;AraB8;800;02/11/2005;Saguinus midas;1;non;16:17;2;3000;Retour;seche;;AraB;non;Ara;non;oncfs;AM;
17322;AraC25;2500;02/11/2005;Ateles paniscus;2;oui;15:16;0;3000;Retour;seche;;AraC;non;Ara;non;oncfs;TS;
17323;AraC25;2500;02/11/2005;Dasyprocta leporina;1;oui;15:16;1;3000;Retour;seche;;AraC;non;Ara;non;oncfs;TS;
17325;AraC19;1900;02/11/2005;Penelope marail;1;oui;16:17;50;3000;Retour;seche;;AraC;non;Ara;non;oncfs;TS;
17324;AraC20;2000;02/11/2005;Penelope marail;1;oui;16:17;15;3000;Retour;seche;;AraC;non;Ara;non;oncfs;TS;
17386;AraD14;1400;02/11/2005;Cebus olivaceus;4;non;16:17;22;3000;Retour;seche;;AraD;non;Ara;non;oncfs;AB;
17385;AraD17;1700;02/11/2005;Odontophorus guyanensis;2;oui;16:17;0;3000;Retour;seche;;AraD;non;Ara;non;oncfs;AB;
17384;AraD31;3100;02/11/2005;Tinamus major;1;oui;15:16;4;3000;Retour;seche;;AraD;non;Ara;non;oncfs;AB;
17262;AraB30;3000;03/11/2005;Cebus apella;5;oui;10:11;1;3000;Aller;seche;;AraB;non;Ara;non;oncfs;FM;
17261;AraB28;2800;03/11/2005;Pecari tajacu;1;oui;10:11;1;3000;Aller;seche;;AraB;non;Ara;non;oncfs;FM;
17326;AraC8;800;03/11/2005;Alouatta seniculus;2;non;08:09;19;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AM;
17327;AraC14;1400;03/11/2005;Alouatta seniculus;2;oui;09:10;3;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AM;
17330;AraC29;2900;03/11/2005;Ateles paniscus;4;oui;10:11;22;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AM;
17329;AraC27;2700;03/11/2005;Dasyprocta leporina;1;oui;10:11;4;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AM;
17328;AraC22;2200;03/11/2005;Psophia crepitans;13;oui;10:11;5;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AM;
17389;AraD15;1500;03/11/2005;Crypturellus sp.;2;non;08:09;3;3000;Aller;seche;;AraD;non;Ara;non;oncfs;TS;
17388;AraD10;1000;03/11/2005;Dasyprocta leporina;1;oui;08:09;17;3000;Aller;seche;;AraD;non;Ara;non;oncfs;TS;
17390;AraD16;1600;03/11/2005;Dasyprocta leporina;1;oui;08:09;17;3000;Aller;seche;;AraD;non;Ara;non;oncfs;TS;
17391;AraD16;1600;03/11/2005;Dasyprocta leporina;1;oui;08:09;23;3000;Aller;seche;;AraD;non;Ara;non;oncfs;TS;
17387;AraD4;400;03/11/2005;Myoprocta acouchy;1;oui;07:08;5;3000;Aller;seche;;AraD;non;Ara;non;oncfs;TS;
17392;AraD28;2800;03/11/2005;Psophia crepitans;20;oui;09:10;17;3000;Aller;seche;;AraD;non;Ara;non;oncfs;TS;
17263;AraB5;500;03/11/2005;Mazama gouazoubira;1;oui;17:18;7;3000;Retour;seche;;AraB;non;Ara;non;oncfs;FM;
17332;AraC17;1700;03/11/2005;Ateles paniscus;1;oui;16:17;5;3000;Retour;seche;;AraC;non;Ara;non;oncfs;AM;
17333;AraC12;1200;03/11/2005;Cebus apella;5;non;17:18;10;3000;Retour;seche;;AraC;non;Ara;non;oncfs;AM;
17331;AraC28;2800;03/11/2005;Geochelone denticulata;1;oui;15:16;1;3000;Retour;seche;;AraC;non;Ara;non;oncfs;AM;
17394;AraD21;2100;03/11/2005;Cebus apella;2;non;15:16;2;3000;Retour;seche;;AraD;non;Ara;non;oncfs;TS;
17396;AraD9;900;03/11/2005;Cebus apella;5;non;16:17;35;3000;Retour;seche;;AraD;non;Ara;non;oncfs;TS;
17393;AraD28;2800;03/11/2005;Crypturellus sp.;3;oui;15:16;1;3000;Retour;seche;;AraD;non;Ara;non;oncfs;TS;
17395;AraD17;1700;03/11/2005;Myoprocta acouchy;1;oui;16:17;10;3000;Retour;seche;;AraD;non;Ara;non;oncfs;TS;
17239;AraB3;300;04/11/2005;Alouatta seniculus;1;oui;07:08;11;3000;Aller;seche;;AraB;non;Ara;non;oncfs;AB;
17240;AraB10;1000;04/11/2005;Saguinus midas;4;non;08:09;18;3000;Aller;seche;;AraB;non;Ara;non;oncfs;AB;
17293;AraC9;900;04/11/2005;Ateles paniscus;3;oui;09:10;30;3000;Aller;seche;;AraC;non;Ara;non;oncfs;FM;
17296;AraC28;2800;04/11/2005;Choloepus didactylus;1;oui;10:11;27;3000;Aller;seche;;AraC;non;Ara;non;oncfs;FM;
17295;AraC28;2800;04/11/2005;Crax alector;2;oui;10:11;0;3000;Aller;seche;;AraC;non;Ara;non;oncfs;FM;
17292;AraC1;100;04/11/2005;Psophia crepitans;5;oui;07:08;11;3000;Aller;seche;;AraC;non;Ara;non;oncfs;FM;
17294;AraC19;1900;04/11/2005;Psophia crepitans;7;oui;09:10;0;3000;Aller;seche;;AraC;non;Ara;non;oncfs;FM;
17297;AraC30;3000;04/11/2005;Tinamus major;1;oui;10:11;3;3000;Aller;seche;;AraC;non;Ara;non;oncfs;FM;
17363;AraD27;2700;04/11/2005;Crypturellus sp.;3;oui;10:11;3;3000;Aller;seche;;AraD;non;Ara;non;oncfs;AM;
17362;AraD20;2000;04/11/2005;Geochelone denticulata;1;oui;09:10;1;3000;Aller;seche;;AraD;non;Ara;non;oncfs;AM;
17361;AraD4;400;04/11/2005;Mazama gouazoubira;1;oui;07:08;8;3000;Aller;seche;;AraD;non;Ara;non;oncfs;AM;
17241;AraBvide;;04/11/2005;;;non;;;3000;Retour;seche;transect vide;AraB;non;Ara;non;oncfs;AB;
17300;AraC1;100;04/11/2005;Crax alector;2;oui;17:18;3;3000;Retour;seche;;AraC;non;Ara;non;oncfs;FM;
17299;AraC1;100;04/11/2005;Ortalis motmot;2;oui;17:18;2;3000;Retour;seche;;AraC;non;Ara;non;oncfs;FM;
17298;AraC19;1900;04/11/2005;Psophia crepitans;6;oui;16:17;7;3000;Retour;seche;;AraC;non;Ara;non;oncfs;FM;
17364;AraD18;1800;04/11/2005;Alouatta seniculus;4;non;16:17;38;3000;Retour;seche;;AraD;non;Ara;non;oncfs;AM;
17366;AraD10;1000;04/11/2005;Nasua nasua;1;oui;17:18;2;3000;Retour;seche;;AraD;non;Ara;non;oncfs;AM;
17365;AraD10;1000;04/11/2005;Psophia crepitans;10;non;17:18;5;3000;Retour;seche;;AraD;non;Ara;non;oncfs;AM;
17242;AraB23;2300;05/11/2005;Cebus olivaceus;4;non;09:10;3;3000;Aller;seche;;AraB;non;Ara;non;oncfs;TS;
17244;AraB29;2900;05/11/2005;Crypturellus sp.;1;oui;09:10;1;3000;Aller;seche;;AraB;non;Ara;non;oncfs;TS;
17243;AraB26;2600;05/11/2005;Dasyprocta leporina;1;oui;09:10;25;3000;Aller;seche;;AraB;non;Ara;non;oncfs;TS;
17303;AraC24;2400;05/11/2005;Alouatta seniculus;2;non;09:10;62;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AB;
17301;AraC9;900;05/11/2005;Alouatta seniculus;3;oui;07:08;6;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AB;
17302;AraC23;2300;05/11/2005;Psophia crepitans;2;non;09:10;14;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AB;
17304;AraC27;2700;05/11/2005;Tinamus major;1;oui;09:10;0;3000;Aller;seche;;AraC;non;Ara;non;oncfs;AB;
17368;AraD9;900;05/11/2005;Cebus apella;3;non;07:08;5;3000;Aller;seche;;AraD;non;Ara;non;oncfs;FM;
17369;AraD14;1400;05/11/2005;Cebus apella;5;oui;08:09;20;3000;Aller;seche;;AraD;non;Ara;non;oncfs;FM;
